gender,income,genhealth,illegalact,age,charged,grade90,jobsnum90,afqt89,jobtrain90,job_agri,job_mining,job_construction,job_manuf,job_transp,job_wholesale,job_retail,job_fin,job_busi,job_personal,job_enter,job_pro,job_pub
0,0.8,2,0,17,0,15,15,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.5,2,0,20,0,13,4,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.2,1,0,15,0,14,12,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.0,2,0,20,0,14,1,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.8,3,0,22,0,14,8,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.3,2,4,16,0,19,9,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.2,4,0,14,0,15,12,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.2,1,0,19,0,16,13,97,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.4,1,0,17,0,16,9,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.5,1,0,16,0,17,20,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.4283,2,0,15,0,18,6,96,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.5,3,2,21,0,12,20,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1.6,2,1,18,1,12,16,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.0,3,2,16,0,13,7,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,2,0,15,0,12,11,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.8,3,0,19,1,14,7,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.6,2,0,16,0,12,13,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.9,2,1,15,0,17,12,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.7,3,0,14,0,12,4,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.0,2,0,21,0,12,14,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8085,2,0,18,0,11,18,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.0,3,3,17,1,13,10,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.3,2,0,16,0,11,15,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.5,3,0,21,0,16,3,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3.1,2,1,17,0,15,5,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5.1,3,0,18,0,14,4,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,3,0,16,0,19,8,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.5,1,1,18,1,9,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.0,1,0,20,0,14,4,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.0,1,0,21,0,12,7,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3.0,1,0,19,0,12,6,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.82,1,0,16,0,12,10,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3.2,3,0,19,0,12,5,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,7.4283,2,1,15,0,12,4,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,21,0,12,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.0,3,0,19,0,13,13,67,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.0,1,0,21,0,12,10,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3.3,2,2,15,0,16,5,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.14,1,0,14,0,18,6,93,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,4.0,2,0,19,0,19,9,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.4,3,0,14,0,16,8,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.5,1,4,17,1,18,10,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.0,1,0,16,0,16,7,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4.9,1,0,18,0,18,6,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.9,1,1,20,0,16,10,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.3,2,0,16,0,16,11,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.7,1,0,17,0,18,14,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.3,1,0,16,0,16,4,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.0,2,1,17,0,16,12,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.0,2,2,21,0,16,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,1,1,18,0,16,8,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.4,2,0,14,0,16,15,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.15,2,1,18,1,12,17,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.2,1,0,15,0,12,13,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.8,2,0,19,0,12,13,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.0,1,0,18,0,15,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.8,1,0,21,0,18,10,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.2,3,0,19,0,17,11,78,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.1,3,0,14,0,12,6,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.8,2,2,18,0,12,16,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.25,3,0,16,0,12,3,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.7,1,1,15,0,16,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.0,2,0,19,0,14,9,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.5,1,0,19,0,10,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,17,0,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3.0,3,0,19,0,18,11,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.7,2,0,17,0,13,8,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.0,1,0,14,0,19,6,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.4132,3,0,14,0,13,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.0,1,0,14,0,16,9,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.75,3,0,16,1,12,15,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.3,2,4,17,1,13,17,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.4,2,0,15,0,15,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3,2,0,22,0,16,5,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.15,2,0,20,0,16,8,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.8,3,2,15,0,15,19,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.7,3,0,19,0,10,8,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.377,3,0,16,0,12,11,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.6,3,2,16,0,10,14,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,7.4283,2,0,18,0,16,10,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.0,1,3,16,0,16,20,55,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,1,4,15,1,17,16,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.2,3,4,14,0,16,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.5,1,0,16,0,20,11,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.0,2,0,15,0,12,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.5,1,0,20,0,19,15,74,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.78,2,0,17,0,16,9,67,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.5,2,0,16,0,14,16,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4.2,2,0,18,0,16,3,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.7,4,0,14,0,12,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,1,0,21,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0,4,0,15,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.2,2,1,15,0,10,16,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.3,3,0,16,0,14,12,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2.5,2,5,15,1,12,8,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,2,0,16,0,12,9,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3.5,1,0,21,0,20,7,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.65,2,0,16,0,13,10,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,5.0,2,0,18,0,16,4,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.5,2,0,14,0,16,8,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.8,1,3,18,0,16,7,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.0,2,0,15,0,19,11,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.4,2,0,16,0,12,8,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.9,2,0,16,0,16,9,54,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.3,2,2,19,1,12,9,62,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,1,0,19,0,12,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.1,1,0,20,0,12,1,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.8,2,0,17,0,12,2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.8,3,0,15,1,9,14,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0.0,3,0,18,0,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,4,0,21,0,14,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.8,3,0,22,0,14,7,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.6,1,0,18,0,17,17,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,3,15,1,12,16,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.4,1,0,17,0,16,7,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1.5379,2,1,14,0,16,5,63,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.3,2,0,17,0,17,13,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.3,2,0,16,0,12,9,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.96,2,0,20,0,12,14,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.1,2,0,21,0,16,14,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.0,2,0,17,0,12,7,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.0,2,0,20,0,13,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6,2,0,20,1,11,11,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.6,3,0,18,1,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.4,2,0,21,0,12,4,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.0,2,0,15,0,12,4,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.75,2,0,21,0,12,4,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.8,3,0,20,0,12,3,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.45,2,0,18,0,12,2,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.6,3,0,20,1,13,9,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.1,3,0,17,0,12,2,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0.8,5,2,14,0,12,5,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,20,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.5,1,1,19,1,12,18,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.52,2,0,14,0,12,6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.2,4,0,19,0,8,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1.5,2,0,16,0,12,4,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.0,3,0,20,0,12,4,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,2,0,19,0,12,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.8,3,0,15,0,12,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.3,4,0,16,0,12,9,94,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.4,4,0,20,0,12,3,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.2,2,0,18,0,12,9,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2.4,1,0,21,0,12,4,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,7.4283,3,1,19,0,14,8,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.0,1,0,21,0,16,13,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.9,2,0,21,0,16,3,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.0,3,2,21,0,16,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.875,4,0,19,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.3,3,0,21,0,12,8,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.5,3,0,14,0,12,12,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.95,2,0,18,0,12,10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,1,0,18,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.15,2,1,21,0,12,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.1,2,0,15,0,12,8,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.3,3,0,21,0,12,5,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.65,4,0,20,0,12,5,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.65,4,0,17,0,12,13,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.8,2,0,15,0,12,9,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.2,3,0,14,0,12,5,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.8,1,4,20,1,14,11,52,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7.4283,2,3,18,0,16,5,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2.6,4,0,16,0,16,10,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.01,1,2,19,0,15,9,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.25,3,0,14,0,14,7,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,2,0,22,0,12,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,3,0,20,0,12,5,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.5,2,0,21,0,12,5,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.0,1,0,20,0,13,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.5,2,1,16,1,16,7,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.7,2,0,18,0,12,3,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2.25,1,0,16,0,16,8,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.3,2,0,21,0,12,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.0,5,0,17,0,12,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.2,2,1,18,0,14,11,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.6,2,0,15,0,10,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.3,4,0,14,0,10,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,16,0,12,7,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.5,2,0,15,0,18,8,78,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.7,2,0,14,0,15,9,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.3,3,0,18,0,12,5,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.2,1,0,17,0,17,11,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.32,2,0,18,0,14,2,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.4,3,0,16,0,13,4,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.4,3,0,19,0,12,6,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.94,2,0,17,0,12,4,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.3,2,0,16,0,12,7,76,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4.0,3,0,22,0,12,2,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.6,2,0,19,0,14,8,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.0,1,0,15,0,12,8,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.1,3,0,19,1,11,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1.67,1,0,17,0,13,8,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.55,2,0,20,0,14,8,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.3,2,2,17,0,12,5,76,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.8,4,0,19,0,12,5,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.2,3,0,16,0,12,5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.22,3,0,17,1,12,19,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.5,1,0,16,0,12,4,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.45,3,0,20,0,12,2,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4.1,2,2,20,0,18,6,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.58,1,0,20,0,12,8,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4.5,2,3,20,0,13,3,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.9,1,0,17,0,16,9,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.78,2,0,15,0,17,8,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2.7,2,0,17,0,16,10,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.7,3,0,17,0,16,15,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8,2,1,19,0,17,19,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.22,2,0,21,0,16,5,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,1,0,17,0,12,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4.9,1,0,17,0,16,8,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.0,1,0,20,0,16,6,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.05,1,0,15,0,13,10,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.924,2,0,17,0,18,12,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.5,2,3,14,0,16,13,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.2,3,0,18,0,14,6,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.3,2,1,15,0,15,9,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.8,1,0,15,0,16,7,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0,1,0,21,0,12,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,19,0,12,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.88,1,0,16,0,12,19,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2.5,3,0,17,0,16,15,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.0,1,0,21,0,18,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.4283,1,1,19,0,16,8,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7.4283,1,1,18,0,19,8,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.4283,1,0,16,0,18,7,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.4,1,0,20,0,20,8,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.0,2,0,18,0,19,4,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.9,2,0,18,0,12,10,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.0,2,0,21,0,16,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.9,2,0,21,0,18,5,94,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.3,1,0,19,0,16,7,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.8,1,0,18,0,16,7,82,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,7.4283,1,0,19,0,20,9,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.3,3,0,20,0,11,17,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.15,3,0,18,0,12,3,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.6,2,0,17,1,11,15,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.5,2,1,18,1,12,7,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3.9,2,0,19,0,12,4,72,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.12,1,0,18,0,12,8,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.9,2,0,22,0,12,9,68,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.3,3,0,17,0,12,4,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.872,5,0,20,0,8,7,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.06,2,0,16,0,12,4,88,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.8,3,6,16,0,12,10,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.1,1,0,14,0,12,5,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.2,1,1,14,0,16,7,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.9,3,0,15,0,12,3,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.4,3,0,21,0,12,1,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4.2,2,3,19,0,14,5,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.52,3,3,15,0,12,9,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2.2,2,0,15,0,12,3,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1.95,2,0,21,0,12,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,1,0,18,0,16,4,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.3,2,0,19,0,13,17,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3.2,2,0,17,0,14,3,68,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.7,3,0,14,0,12,13,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,5.0,1,3,20,0,18,7,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.0,2,0,16,0,14,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.28,1,0,18,0,16,7,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2.55,2,0,16,0,16,5,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0,1,0,14,0,19,3,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,7.4283,2,0,15,0,10,6,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.3687,3,0,15,0,12,21,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2.6,1,0,21,0,12,5,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2.5,2,0,19,0,15,3,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.0,3,0,18,0,12,5,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.65,3,0,14,0,12,25,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.6,2,0,19,0,13,6,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.9,2,0,21,0,17,5,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.0,1,0,17,0,17,5,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2.54,2,0,17,0,19,6,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.68,1,0,17,0,12,11,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4.0,1,0,21,0,16,4,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.35,3,0,15,0,18,7,69,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.5,3,2,15,0,12,17,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,3.1,1,0,18,0,12,7,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4.0,1,0,16,0,12,3,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.7936,2,0,15,0,12,6,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.5,3,0,17,0,14,13,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2.6,3,3,15,0,12,9,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.7,2,0,17,0,12,5,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.4,2,0,14,0,12,4,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.0,2,0,18,0,13,17,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0.45,2,2,16,0,17,17,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1.8,1,0,21,0,13,9,89,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0.0,2,0,15,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.3,2,0,18,0,9,10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.8,2,0,18,0,16,6,97,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2.7,2,0,18,0,11,13,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
